TF_sym	Gene_sym
AR	PSG11
AR	PSG4
AR	PSG5
AR	PSG6
AR	PSG7
AR	PSMA1
AR	PSMA2
AR	PSMA5
AR	PSMB1
AR	PSMB2
AR	PSMB7
AR	PSMC1
AR	PSMC4
AR	PSMD1
AR	PSMD12
AR	PSMD2
AR	PSMD3
AR	PSMD6
AR	PSMD8
AR	PSME4
AR	PSMG1
AR	PSTPIP2
AR	PTBP2
AR	PTCD2
AR	PTCH1
AR	PTCH2
AR	PTCHD1
AR	PTDSS1
AR	PTER
AR	PTGDR
AR	PTGER2
AR	PTGER4
AR	PTGES
AR	PTGFR
AR	PTGFRN
AR	PTGIS
AR	PTGR1
AR	PTGS1
AR	PTHLH
AR	PTK2
AR	PTK2B
AR	PTK7
AR	PTMS
AR	PTP4A2
AR	PTPDC1
AR	PTPLAD1
AR	PTPLB
AR	PTPN1
AR	PTPN12
AR	PTPN13
AR	PTPN14
AR	PTPN2
AR	PTPN21
AR	PTPN22
AR	PTPN3
AR	PTPN4
AR	PTPN9
AR	PTPRB
AR	PTPRC
AR	PTPRD
AR	PTPRE
AR	PTPRF
AR	PTPRG
AR	PTPRJ
AR	PTPRK
AR	PTPRM
AR	PTPRO
AR	PTPRQ
AR	PTPRR
AR	PTPRU
AR	PTTG1IP
AR	PTTG2
AR	PTX3
AR	PUM1
AR	PUM2
AR	PURA
AR	PURB
AR	PUS1
AR	PUS10
AR	PUS7
AR	PUS7L
AR	PVRL4
AR	PVT1
AR	PWWP2A
AR	PXDN
AR	PXK
AR	PXN
AR	PYGB
AR	PYGO1
AR	PYGO2
AR	PYY
AR	QKI
AR	QPCT
AR	QSOX1
AR	QTRTD1
AR	R3HCC1
AR	R3HDM1
AR	R3HDM2
AR	RAB10
AR	RAB11B
AR	RAB11FIP1
AR	RAB11FIP2
AR	RAB12
AR	RAB14
AR	RAB22A
AR	RAB23
AR	RAB27A
AR	RAB30
AR	RAB31
AR	RAB32
AR	RAB33A
AR	RAB34
AR	RAB3B
AR	RAB3D
AR	RAB40A
AR	RAB40B
AR	RAB5C
AR	RAB7A
AR	RAB8B
AR	RABEPK
AR	RABGAP1
AR	RABGAP1L
AR	RABL2A
AR	RABL2B
AR	RABL3
AR	RAD18
AR	RAD21
AR	RAD23A
AR	RAD23B
AR	RAD51L1
AR	RAD54L2
AR	RAF1
AR	RAI14
AR	RALA
AR	RALBP1
AR	RALGAPA2
AR	RALGDS
AR	RALGPS1
AR	RALGPS2
AR	RALY
AR	RALYL
AR	RAMP1
AR	RANBP10
AR	RANBP2
AR	RANBP3
AR	RANBP3L
AR	RANBP6
AR	RANBP9
AR	RANGAP1
AR	RAP1A
AR	RAP1GAP2
AR	RAP1GDS1
AR	RAP2B
AR	RAPGEF1
AR	RAPGEF2
AR	RAPGEF4
AR	RAPGEF5
AR	RAPGEF6
AR	RAPH1
AR	RARA
AR	RARB
AR	RARRES1
AR	RARRES2
AR	RASA1
AR	RASA2
AR	RASA3
AR	RASA4
AR	RASAL2
AR	RASD2
AR	RASEF
AR	RASGRF1
AR	RASGRP3
AR	RASIP1
AR	RASL11B
AR	RASL12
AR	RASSF3
AR	RASSF4
AR	RASSF5
AR	RASSF6
AR	RASSF8
AR	RASSF9
AR	RB1
AR	RBBP4
AR	RBBP6
AR	RBBP7
AR	RBBP8
AR	A2BP1
AR	RBM9
AR	RBKS
AR	RBM20
AR	RBM24
AR	RBM27
AR	RBM3
AR	RBM43
AR	RBM47
AR	RBM5
AR	RBM6
AR	RBM7
AR	RBM8A
AR	RBMS1
AR	RBMS2
AR	RBMS3
AR	RBMX
AR	RBPJ
AR	RBPMS
AR	RBX1
AR	RCAN1
AR	RCAN2
AR	RCC1
AR	RCHY1
AR	RCL1
AR	RCN1
AR	RCN2
AR	RCOR1
AR	RCOR3
AR	RCSD1
AR	RDH14
AR	RDH16
AR	RDH5
AR	RDH8
AR	RDX
AR	RECK
AR	REEP3
AR	REG4
AR	RELL1
AR	RELL2
AR	REN
AR	REPS1
AR	REPS2
AR	RERE
AR	RERG
AR	REV1
AR	REV3L
AR	REXO2
AR	RFC1
AR	RFC4
AR	RFFL
AR	RFTN1
AR	RFTN2
AR	RFWD3
AR	RFX1
AR	RFX2
AR	RFX3
AR	RFX7
AR	RGAG1
AR	RGL1
AR	RGMB
AR	RGNEF
AR	RGP1
AR	RGPD1
AR	RGPD3
AR	RGPD4
AR	RGPD5
AR	RGPD6
AR	RGPD8
AR	RGS1
AR	RGS12
AR	RGS13
AR	RGS17
AR	RGS18
AR	RGS2
AR	RGS20
AR	RGS3
AR	RGS4
AR	RGS5
AR	RGS6
AR	RGS7
AR	RHBDD1
AR	RHCE
AR	RHD
AR	RHEB
AR	RHOA
AR	RHOB
AR	RHOBTB1
AR	RHOBTB3
AR	RHOF
AR	RHOH
AR	RHOT1
AR	RIC8B
AR	RICTOR
AR	RIMS1
AR	RIN2
AR	RIN3
AR	RINL
AR	RINT1
AR	RIOK2
AR	RIPK4
AR	RIPPLY1
AR	RIPPLY2
AR	RIT1
AR	RIT2
AR	RLF
AR	RMI1
AR	RMND1
AR	RND3
AR	RNF103
AR	RNF11
AR	RNF111
AR	RNF113B
AR	RNF115
AR	RNF121
AR	RNF128
AR	RNF13
AR	RNF135
AR	RNF14
AR	RNF144A
AR	RNF144B
AR	RNF145
AR	RNF146
AR	RNF149
AR	RNF150
AR	RNF157
AR	RNF168
AR	RNF175
AR	RNF181
AR	RNF182
AR	RNF185
AR	RNF187
AR	RNF212
AR	RNF214
AR	RNF216
AR	RNF217
AR	RNF220
AR	RNF222
AR	RNF24
AR	RNF41
AR	RNF7
AR	RNGTT
AR	RNLS
AR	RNPC3
AR	RNPEPL1
AR	RNU5E
AR	ROBO1
AR	ROBO4
AR	ROCK1
AR	ROCK2
AR	ROD1
AR	ROPN1B
AR	ROR1
AR	ROR2
AR	RORA
AR	RORC
AR	ROS1
AR	RP1
AR	RP2
AR	RPA3
AR	RPF1
AR	RPGR
AR	RPL10
AR	RPL13
AR	RPL15
AR	RPL21P44
AR	RPL23
AR	RPL23A
AR	RPL23AP82
AR	RPL26
AR	RPL26L1
AR	RPL28
AR	RPL3
AR	RPL31
AR	RPL35A
AR	RPL37A
AR	RPLP1
AR	RPN1
AR	RPP30
AR	RPRD1B
AR	RPRD2
AR	RPRM
AR	RPS12
AR	RPS18
AR	RPS19BP1
AR	RPS27L
AR	RPS4X
AR	RPS6
AR	RPS6KA2
AR	RPS6KA3
AR	RPS6KA5
AR	RPS6KA6
AR	RPS6KC1
AR	RPTN
AR	RPTOR
AR	RQCD1
AR	RRAD
AR	RRAS2
AR	RRBP1
AR	RREB1
AR	RRM2
AR	RRP15
AR	RRS1
AR	RSBN1
AR	RSL1D1
AR	RSPH6A
AR	RSPO3
AR	RSPRY1
AR	RSRC1
AR	RSRC2
AR	RTBDN
AR	RTEL1
AR	RTF1
AR	RTKN
AR	RTKN2
AR	RTN1
AR	RTN2
AR	RTN4
AR	RTN4IP1
AR	RTN4RL1
AR	RTP3
AR	RTTN
AR	RUFY3
AR	RUNX1
AR	RUNX1T1
AR	RUNX2
AR	C1orf104
AR	RUSC2
AR	RUVBL1
AR	RUVBL2
AR	RWDD2A
AR	RXFP2
AR	RYBP
AR	RYK
AR	RYR3
AR	S100A1
AR	S100A10
AR	S100A13
AR	S100A2
AR	S100G
AR	S100PBP
AR	S1PR1
AR	SACM1L
AR	SACS
AR	SAE1
AR	SAFB
AR	SAFB2
AR	SAG
AR	SAMD12
AR	SAMD13
AR	SAMD3
AR	SAMD4A
AR	SAMD4B
AR	SAMD8
AR	SAMD9
AR	SAP130
AR	SAP30
AR	SAP30BP
AR	SARNP
AR	SART3
AR	SASH1
AR	SAT1
AR	SATB1
AR	SATB2
AR	SAV1
AR	SBDS
AR	SBF2
AR	SBK2
AR	SBNO2
AR	RBM16
AR	SCAPER
AR	SCARB2
AR	SCARNA16
AR	SCARNA27
AR	SCD5
AR	SCFD2
AR	SCG2
AR	SCG5
AR	SCGB1A1
AR	SCGN
AR	SCHIP1
AR	SCMH1
AR	SCN10A
AR	SCN2A
AR	SCN3A
AR	SCN3B
AR	SCN5A
AR	SCN7A
AR	SCN9A
AR	SCNN1A
AR	SCO1
AR	SCOC
AR	SCT
AR	SCTR
AR	SCUBE2
AR	SCYL3
AR	SDC2
AR	SDC4
AR	SDCBP2
AR	SDCCAG8
AR	SDHAF2
AR	SDHB
AR	SDK1
AR	SDPR
AR	SDR9C7
AR	SEC14L1
AR	SEC14L2
AR	SEC16B
AR	SEC22B
AR	SEC24A
AR	SEC24D
AR	SEC31A
AR	SEC61A1
AR	SEC61B
AR	SEC61G
AR	SEC63
AR	SECISBP2
AR	SECISBP2L
AR	SEH1L
AR	SEL1L3
AR	SELPLG
AR	SELS
AR	SEMA3C
AR	SEMA5A
AR	SEMA6A
AR	SEMA7A
AR	SENP2
AR	SENP6
AR	SENP8
AR	SEPSECS
AR	SEPW1
AR	SERAC1
AR	SERF2
AR	SERINC2
AR	SERINC3
AR	SERINC4
AR	SERINC5
AR	SERP1
AR	SERPINA1
AR	SERPINA5
AR	SERPINB1
AR	SERPINB11
AR	SERPINB12
AR	SERPINB5
AR	SERPINB6
AR	SERPINB7
AR	SERPINE1
AR	SERPINE2
AR	SERPINF1
AR	SERTAD1
AR	SERTAD2
AR	SERTAD4
AR	SESN1
AR	SESN3
AR	SESTD1
AR	SETBP1
AR	SETD1B
AR	SETD2
AR	SETD5
AR	SETD7
AR	SETDB2
AR	SEZ6
AR	SEZ6L
AR	SF3A2
AR	SF3A3
AR	SF3B14
AR	SF3B3
AR	SFI1
AR	SFPQ
AR	SFRP4
AR	SFRP5
AR	SFRS8
AR	SFTA2
AR	SFXN2
AR	SGCD
AR	SGCE
AR	SGCG
AR	SGIP1
AR	SGK1
AR	SGK2
AR	SGK223
AR	SGK3
AR	SGMS1
AR	SGMS2
AR	SGPL1
AR	SGPP2
AR	SGTA
AR	SH2B3
AR	SH2D1B
AR	SH2D3A
AR	SH2D3C
AR	SH2D4A
AR	SH2D6
AR	SH2D7
AR	SH3BGRL
AR	SH3BGRL3
AR	SH3BP1
AR	SH3BP4
AR	SH3BP5
AR	SH3D19
AR	SH3GL1
AR	SH3KBP1
AR	SH3PXD2A
AR	SH3PXD2B
AR	SH3RF1
AR	SH3RF3
AR	SH3TC2
AR	SHANK2
AR	SHB
AR	SHC1
AR	SHC3
AR	SHC4
AR	C1orf14
AR	SHH
AR	SHISA4
AR	SHISA9
AR	SHOC2
AR	SHQ1
AR	SHROOM2
AR	SHROOM3
AR	SHROOM4
AR	SIAH2
AR	SIK1
AR	SIK2
AR	SIK3
AR	SIL1
AR	SIM1
AR	SIM2
AR	SIN3A
AR	SIPA1L1
AR	SIPA1L2
AR	SIPA1L3
AR	SIRPB2
AR	SIRT2
AR	SIRT4
AR	SIRT5
AR	SIX1
AR	SIX2
AR	SKAP1
AR	SKAP2
AR	SKI
AR	SKIL
AR	SKINTL
AR	SKP1
AR	SKP2
AR	SLA
AR	SLAIN2
AR	SLBP
AR	SLC10A7
AR	SLC11A2
AR	SLC12A1
AR	SLC12A2
AR	SLC12A3
AR	SLC12A6
AR	SLC12A8
AR	SLC12A9
AR	SLC13A1
AR	SLC13A4
AR	SLC14A2
AR	SLC16A1
AR	SLC16A10
AR	SLC16A12
AR	SLC16A2
AR	SLC16A3
AR	SLC17A5
AR	SLC19A2
AR	SLC1A2
AR	SLC1A3
AR	SLC1A5
AR	SLC20A1
AR	SLC20A2
AR	SLC22A1
AR	SLC22A15
AR	SLC22A17
AR	SLC22A18
AR	SLC22A2
AR	SLC22A23
AR	SLC22A3
AR	SLC22A5
AR	SLC22A6
AR	SLC24A1
AR	SLC24A3
AR	SLC24A4
AR	SLC24A5
AR	SLC25A10
AR	SLC25A12
AR	SLC25A13
AR	SLC25A18
AR	SLC25A2
AR	SLC25A20
AR	SLC25A21
AR	SLC25A24
AR	SLC25A25
AR	SLC25A26
AR	SLC25A27
AR	SLC25A43
AR	SLC26A4
AR	SLC26A8
AR	SLC26A9
AR	SLC27A2
AR	SLC28A1
AR	SLC29A3
AR	SLC2A1
AR	SLC2A12
AR	SLC2A14
AR	SLC2A2
AR	SLC2A5
AR	SLC2A8
AR	SLC2A9
AR	SLC30A2
AR	SLC31A1
AR	SLC31A2
AR	SLC35A5
AR	SLC35B4
AR	SLC35D1
AR	SLC35D2
AR	SLC35F2
AR	SLC35F5
AR	AMAC1L3
AR	SLC36A1
AR	SLC38A1
AR	SLC38A11
AR	SLC38A2
AR	SLC38A4
AR	SLC38A6
AR	SLC38A9
AR	SLC39A11
AR	SLC39A14
AR	SLC39A5
AR	SLC39A8
AR	SLC39A9
AR	SLC3A1
AR	SLC40A1
AR	SLC41A1
AR	SLC41A2
AR	SLC43A3
AR	SLC44A1
AR	SLC44A3
AR	SLC45A1
AR	SLC46A3
AR	SLC47A1
AR	SLC4A10
AR	SLC4A1AP
AR	SLC4A2
AR	SLC4A3
AR	SLC4A4
AR	SLC4A7
AR	SLC5A3
AR	SLC5A6
AR	SLC6A15
AR	SLC6A6
AR	SLC7A1
AR	SLC7A11
AR	SLC7A5
AR	SLC8A1
AR	SLC9A1
AR	SLC9A3R2
AR	SLC9A4
AR	SLC9A5
AR	SLC9A6
AR	SLC9A7
AR	SLC9A9
AR	SLCO2A1
AR	SLCO3A1
AR	SLCO5A1
AR	SLFN5
AR	SLIT1
AR	SLIT2
AR	SLIT3
AR	SLMAP
AR	SLMO1
AR	SLMO2
AR	SLN
AR	SLTM
AR	SMAD1
AR	SMAD3
AR	SMAD4
AR	SMAD6
AR	SMAD7
AR	SMAD9
AR	SMAP2
AR	SMARCA1
AR	SMARCA2
AR	SMARCC1
AR	SMC4
AR	SMC5
AR	SMC6
AR	SMCHD1
AR	SMCR7L
AR	SMG1
AR	SMG6
AR	SMG7
AR	C19orf61
AR	SMOC1
AR	SMOX
AR	SMPD2
AR	SMPDL3A
AR	SMPDL3B
AR	SMPX
AR	SMS
AR	SMTN
AR	SMUG1
AR	SMURF2
AR	SMYD1
AR	SMYD2
AR	SMYD3
AR	SMYD4
AR	SNAI2
AR	SNAP23
AR	SNAP25
AR	SNAP29
AR	SNAP47
AR	SNAPC1
AR	SNAPC5
AR	SNCA
AR	SND1
AR	SNHG5
AR	SNHG6
AR	SNIP1
AR	SNN
AR	SNORA1
AR	SNORA18
AR	SNORA31
AR	SNORA32
AR	SNORA37
AR	SNORA4
AR	SNORA40
AR	SNORA63
AR	SNORA70
AR	SNORA71A
AR	SNORA71B
AR	SNORA71C
AR	SNORA71D
AR	SNORA76
AR	SNORA7B
AR	SNORA8
AR	SNORA80
AR	SNORA81
AR	SNORD11
AR	SNORD114-10
AR	SNORD114-11
AR	SNORD114-12
AR	SNORD114-13
AR	SNORD114-14
AR	SNORD114-15
AR	SNORD114-16
AR	SNORD114-17
AR	SNORD114-18
AR	SNORD114-19
AR	SNORD114-20
AR	SNORD114-21
AR	SNORD114-22
AR	SNORD114-23
AR	SNORD114-24
AR	SNORD114-25
AR	SNORD114-26
AR	SNORD114-27
AR	SNORD114-28
AR	SNORD114-29
AR	SNORD114-30
AR	SNORD114-31
AR	SNORD114-7
AR	SNORD114-8
AR	SNORD114-9
AR	SNORD11B
AR	SNORD12
AR	SNORD121A
AR	SNORD17
AR	SNORD2
AR	SNORD42A
AR	SNORD42B
AR	SNORD43
AR	SNORD44
AR	SNORD47
AR	SNORD4A
AR	SNORD4B
AR	SNORD5
AR	SNORD50A
AR	SNORD50B
AR	SNORD6
AR	SNORD61
AR	SNORD66
AR	SNORD68
AR	SNORD74
AR	SNORD75
AR	SNORD76
AR	SNORD77
AR	SNORD78
AR	SNORD80
AR	SNORD81
AR	SNORD85
AR	SNORD87
AR	SNORD88A
AR	SNORD88B
AR	SNORD88C
AR	SNORD93
AR	SNPH
AR	SNRK
AR	SNRPA1
AR	SNRPB2
AR	SNRPC
AR	SNRPE
AR	SNRPN
AR	SNTB1
AR	SNTG1
AR	SNTG2
AR	SNTN
AR	SNX1
AR	SNX14
AR	SNX19
AR	SNX2
AR	SNX24
AR	SNX25
AR	SNX27
AR	SNX29
AR	SNX30
AR	SNX32
AR	SNX33
AR	SNX4
AR	SNX5
AR	SNX7
AR	SNX8
AR	SOAT1
AR	SOBP
AR	SOCS4
AR	SOCS5
AR	SOCS6
AR	SOD2
AR	SOHLH2
AR	SORBS1
AR	SORBS2
AR	SORCS2
AR	SORCS3
AR	SORD
AR	SORL1
AR	SORT1
AR	SOS1
AR	SOS2
AR	SOX11
AR	SOX12
AR	SOX14
AR	SOX21
AR	SOX30
AR	SOX4
AR	SOX5
AR	SOX6
AR	SOX8
AR	SOX9
AR	SP100
AR	SP110
AR	SP140
AR	SP2
AR	SP3
AR	SP6
AR	SPAG1
AR	SPAG11A
AR	SPAG11B
AR	SPAG16
AR	SPAG17
AR	SPAG9
AR	SPARC
AR	SPARCL1
AR	SPATA12
AR	SPATA17
AR	SPATA2
AR	SPATA4
AR	SPATA5
AR	SPATS1
AR	SPATS2
AR	SPATS2L
AR	SPC24
AR	SPCS3
AR	SPDYE1
AR	SPDYE2
AR	CYTSB
AR	CYTSA
AR	SPEF2
AR	SPEG
AR	SPEN
AR	SPG11
AR	SPG7
AR	SPHK1
AR	SPIN1
AR	SPIN4
AR	SPINK2
AR	SPINT2
AR	SPIRE1
AR	SPOCD1
AR	SPOCK1
AR	SPON2
AR	SPRED1
AR	SPRED2
AR	SPRY1
AR	SPRY2
AR	SPRY4
AR	SPRYD3
AR	SPSB1
AR	SPSB4
AR	SPTAN1
AR	SPTBN1
AR	SPTLC2
AR	SPTLC3
AR	SQRDL
AR	SQSTM1
AR	SRBD1
AR	SRCAP
AR	SRD5A3
AR	SREBF2
AR	SFRS12
AR	SRFBP1
AR	SRGAP1
AR	SRGAP2
AR	SRGAP3
AR	SRL
AR	SRM
AR	SRP14
AR	SRP54
AR	SRP72
AR	SRP9
AR	SRPK1
AR	SRPK2
AR	SRPX
AR	SRPX2
AR	SRRD
AR	SRRM1
AR	SRRT
AR	SFRS3
AR	SFRS2B
AR	SSB
AR	SSBP2
AR	SSBP3
AR	SSFA2
AR	SSH1
AR	SSH2
AR	SSR3
AR	C21orf122
AR	SSU72
AR	SSX2IP
AR	ST3GAL2
AR	ST3GAL3
AR	ST3GAL4
AR	ST3GAL5
AR	ST3GAL6
AR	ST5
AR	ST6GALNAC5
AR	ST7
AR	ST7OT2
AR	ST7L
AR	ST8SIA1
AR	ST8SIA2
AR	ST8SIA4
AR	ST8SIA5
AR	STAB2
AR	STAG1
AR	STAG2
AR	STAM
AR	STAM2
AR	STAMBP
AR	STAMBPL1
AR	STARD13
AR	STARD3NL
AR	STARD5
AR	STARD6
AR	STARD7
AR	STARD8
AR	STAT2
AR	STAT4
AR	STAU2
AR	STBD1
AR	STC1
AR	STC2
AR	STEAP3
AR	STEAP4
AR	STIL
AR	STIM1
AR	STIM2
AR	STK10
AR	STK11IP
AR	STK16
AR	STK17A
AR	STK17B
AR	STK24
AR	STK31
AR	STK32B
AR	STK35
AR	STK38
AR	STK38L
AR	STK39
AR	STK4
AR	STK40
AR	STMN1
AR	STOM
AR	STOML1
AR	STON2
AR	STOX1
AR	STRA6
AR	STRADB
AR	STRAP
AR	STRN
AR	STRN3
AR	STS
AR	STT3B
AR	STX10
AR	STX11
AR	STX12
AR	STX16
AR	STX17
AR	STX18
AR	STX6
AR	STX8
AR	STXBP1
AR	STXBP3
AR	STXBP4
AR	STXBP6
AR	STYK1
AR	STYXL1
AR	SUCLG1
AR	SUCLG2
AR	SUCNR1
AR	SULF1
AR	SULT1B1
AR	SULT2A1
AR	SULT4A1
AR	SUMF1
AR	SUMO4
AR	SUN1
AR	SUPT16H
AR	SUPT3H
AR	SUPT5H
AR	SURF2
AR	SURF4
AR	SUSD1
AR	SUSD4
AR	SUSD5
AR	SUV39H1
AR	SVEP1
AR	SVIL
AR	SWAP70
AR	C1orf26
AR	SYBU
AR	SYMPK
AR	SYN2
AR	SYN3
AR	SYNCRIP
AR	TMEM90B
AR	SYNE1
AR	SYNE2
AR	SYNJ1
AR	SYNJ2
AR	SYNJ2BP
AR	SYNM
AR	SYNPO
AR	SYNPO2
AR	SYNPO2L
AR	SYNPR
AR	SYNRG
AR	SYS1
AR	SYS1-DBNDD2
AR	SYT1
AR	SYT11
AR	SYT13
AR	SYT14
AR	SYT2
AR	SYT8
AR	SYTL2
AR	SYTL3
AR	SYTL5
AR	TAAR1
AR	TAB2
AR	TACC1
AR	TACC2
AR	TACR1
AR	TACSTD2
AR	TAF11
AR	TAF1B
AR	TAF1D
AR	TAF5L
AR	TAF6
AR	TAF8
AR	TAGLN2
AR	TANC1
AR	TANC2
AR	TANK
AR	TAOK1
AR	TAOK2
AR	TAOK3
AR	TAP2
AR	TARSL2
AR	TAS2R40
AR	TAX1BP1
AR	TBC1D1
AR	TBC1D10A
AR	TBC1D12
AR	TBC1D14
AR	TBC1D16
AR	TBC1D19
AR	TBC1D2
AR	TBC1D22A
AR	TBC1D22B
AR	TBC1D23
AR	TBC1D2B
AR	TBC1D4
AR	TBC1D5
AR	TBC1D7
AR	TBC1D8
AR	TBC1D9
AR	TBCD
AR	TBCE
AR	TBCK
AR	TBKBP1
AR	TBL1X
AR	TBL1XR1
AR	TBP
AR	TBPL1
AR	TBX1
AR	TBX15
AR	TBX18
AR	TBX19
AR	TBXAS1
AR	TCEA3
AR	TCF12
AR	TCF20
AR	TCF4
AR	TCF7L1
AR	TCF7L2
AR	TCP11
AR	TCP11L1
AR	TCTA
AR	TCTN1
AR	TDG
AR	TDO2
AR	TDRD1
AR	TDRD6
AR	TDRD9
AR	TEAD1
AR	TEC
AR	TEDDM1
AR	TEK
AR	TENC1
AR	TERC
AR	TES
AR	TET1
AR	TET2
AR	TET3
AR	TEX12
AR	TEX2
AR	TEX9
AR	TFAP2E
AR	TFB1M
AR	TFDP2
AR	TFE3
AR	TFEB
AR	TFPI
AR	TG
AR	TGFB2
AR	TGFBI
AR	TGFBR1
AR	TGFBR2
AR	TGFBR3
AR	TGFBRAP1
AR	TGIF1
AR	TGM2
AR	TGM4
AR	TGM5
AR	TGOLN2
AR	TH
AR	THADA
AR	THAP4
AR	THAP6
AR	THAP9
AR	THBS1
AR	THEM5
AR	THG1L
AR	THOC1
AR	THOC2
AR	THOC7
AR	THOP1
AR	THRA
AR	THRAP3
AR	THRB
AR	THSD1
AR	THSD4
AR	THSD7A
AR	THUMPD2
AR	THY1
AR	TIA1
AR	TIAL1
AR	TIAM1
AR	TIAM2
AR	TICAM1
AR	TICAM2
AR	TIE1
AR	TIFA
AR	TIGD1
AR	TIGIT
AR	TIMM22
AR	TIMP2
AR	TIMP3
AR	TIMP4
AR	TINAG
AR	TINAGL1
AR	TIPARP
AR	TIPRL
AR	TIRAP
AR	TJAP1
AR	TJP1
AR	TJP2
AR	TKT
AR	TKTL1
AR	TLCD1
AR	TLE1
AR	TLE3
AR	TLE4
AR	TLK1
AR	TLK2
AR	TLN1
AR	TLN2
AR	TLR2
AR	TLR4
AR	TLR5
AR	TLX2
AR	TM2D2
AR	TM4SF1
AR	TM4SF18
AR	TM4SF19
AR	TM4SF20
AR	TM4SF4
AR	TM7SF4
AR	TM9SF2
AR	TMBIM4
AR	TMBIM6
AR	TMC1
AR	TMC3
AR	TMC7
AR	TMCC1
AR	TMCC3
AR	TMCO1
AR	TMCO2
AR	TMCO3
AR	TMCO4
AR	TMCO5A
AR	TMCO7
AR	TMED10
AR	TMEFF1
AR	TMEFF2
AR	TMEM100
AR	TMEM101
AR	TMEM102
AR	TMEM107
AR	TMEM108
AR	TMEM11
AR	TMEM111
AR	TMEM123
AR	TMEM130
AR	TMEM131
AR	TMEM136
AR	TMEM14C
AR	TMEM14E
AR	TMEM150A
AR	TMEM155
AR	TMEM156
AR	TMEM158
AR	TMEM159
AR	TMEM163
AR	TMEM164
AR	TMEM165
AR	TMEM169
AR	TMEM170B
AR	TMEM171
AR	TMEM178
AR	TMEM18
AR	TMEM181
AR	TMEM184B
AR	TMEM19
AR	TMEM196
AR	TMEM2
AR	TMEM205
AR	TMEM217
AR	TMEM219
AR	TMEM22
AR	TMEM232
AR	TMEM233
AR	FAM23A
AR	ALS2CR4
AR	TMEM30A
AR	TMEM37
AR	TMEM39B
AR	TMEM40
AR	TMEM43
AR	TMEM44
AR	TMEM45A
AR	TMEM45B
AR	TMEM47
AR	TMEM48
AR	TMEM50A
AR	TMEM50B
AR	TMEM51
AR	TMEM53
AR	TMEM56
AR	TMEM62
AR	TMEM85
AR	TMOD2
AR	TMOD3
AR	TMPRSS11D
AR	TMPRSS15
AR	TMPRSS2
AR	TMPRSS7
AR	TMSB10
AR	TMTC1
AR	TMX4
AR	TNC
AR	TNFAIP3
AR	TNFAIP6
AR	TNFAIP8
AR	TNFAIP8L1
AR	TNFAIP8L3
AR	TNFRSF10A
AR	TNFRSF19
AR	TNFRSF1A
AR	TNFRSF1B
AR	TNFRSF8
AR	TNFRSF9
AR	TNFSF12
AR	TNFSF12-TNFSF13
AR	TNFSF15
AR	TNFSF18
AR	TNFSF4
AR	TNFSF8
AR	TNIK
AR	TNIP1
AR	TNIP3
AR	TNK2
AR	TNKS1BP1
AR	TNNI1
AR	TNNT2
AR	TNRC6A
AR	TNRC6B
AR	TNS1
AR	TNS3
AR	TNS4
AR	TNXB
AR	TOM1
AR	TOM1L1
AR	TOM1L2
AR	TOMM20
AR	TOMM22
AR	TOMM34
AR	TOMM70A
AR	TOP1
AR	TOP2B
AR	TOP3B
AR	TOPBP1
AR	TOX
AR	TOX2
AR	TP53BP1
AR	TP53BP2
AR	TP53I3
AR	TP53INP1
AR	TP53INP2
AR	TP63
AR	TP73
AR	TPCN1
AR	TPCN2
AR	TPD52
AR	TPD52L1
AR	TPD52L2
AR	TPM1
AR	TPM2
AR	TPM3
AR	TPM4
AR	TPMT
AR	TPRG1
AR	TPST1
AR	TPST2
AR	TPT1
AR	TPX2
AR	TRA2B
AR	TRAF1
AR	TRAF3IP1
AR	TRAF3IP2
AR	TRAF3IP3
AR	TRAK1
AR	TRAK2
AR	TRAM1
AR	TRAM2
AR	TRAPPC10
AR	TRAPPC2
AR	TRAPPC3
AR	KIAA1012
AR	TRAPPC9
AR	TRDMT1
AR	TRERF1
AR	TRHR
AR	TRIB2
AR	TRIL
AR	TRIM16
AR	TRIM16L
AR	TRIM2
AR	TRIM25
AR	TRIM38
AR	TRIM41
AR	TRIM52
AR	TRIM55
AR	TRIM56
AR	TRIM59
AR	TRIM61
AR	TRIM66
AR	TRIM69
AR	TRIM71
AR	TRIM9
AR	TRIO
AR	TRIOBP
AR	TRIP10
AR	TRIP11
AR	TRIP12
AR	TRIP4
AR	TRIP6
AR	TRIT1
AR	TRMT11
AR	C1orf25
AR	TRMT5
AR	TRMT6
AR	TRNP1
AR	TRPC4
AR	TRPC4AP
AR	TRPM1
AR	TRPM3
AR	TRPM8
AR	TRPS1
AR	TRPT1
AR	TRRAP
AR	TRUB2
AR	TSC1
AR	TSC2
AR	TSC22D2
AR	TSC22D3
AR	TSEN15
AR	TSEN2
AR	TSHZ1
AR	TSHZ3
AR	TSN
AR	TSPAN15
AR	TSPAN18
AR	TSPAN19
AR	TSPAN2
AR	TSPAN3
AR	TSPAN5
AR	TSPAN7
AR	TSPAN9
AR	TSPYL2
AR	TSPYL4
AR	TSSK3
AR	TSTD2
AR	TTC12
AR	TTC13
AR	TTC15
AR	TTC19
AR	TTC21A
AR	TTC21B
AR	TTC28
AR	TTC32
AR	TTC39B
AR	TTC39C
AR	TTC7A
AR	TTC7B
AR	TTC8
AR	TTF2
AR	KIAA0406
AR	C8orf41
AR	TTLL1
AR	TTLL4
