TF_sym	Gene_sym
TBP	HIST1H4E
CDX1	HIST1H4E
BRCA1	HIST1H4E
OTX1	HIST1H4E
FOXO3	HIST1H4E
SRY	HIST1H2BG
SOX5	HIST1H2BG
CEBPA	HIST1H2BG
TP53	HIST1H2BG
TBP	HIST1H2BG
PDX1	HIST1H2BG
TP53	HIST1H2BG
POU2F1	HIST1H2BG
POU2F1	HIST1H2BG
TBP	HIST1H2BG
AHR	HIST1H2BG
TBP	HIST1H2BG
POU2F1	HIST1H2BG
MEF2A	HIST1H2BG
TRAF4	HIST1H2BG
PDX1	HIST1H2BG
TBP	HIST1H2BG
CDC5L	HIST1H2BG
POU2AF1	HIST1H2BG
POU2F1	HIST1H2BG
TBP	HIST1H2BG
SRY	HIST1H2AE
SOX5	HIST1H2AE
CEBPA	HIST1H2AE
TP53	HIST1H2AE
TBP	HIST1H2AE
PDX1	HIST1H2AE
TP53	HIST1H2AE
POU2F1	HIST1H2AE
POU2F1	HIST1H2AE
TBP	HIST1H2AE
AHR	HIST1H2AE
TBP	HIST1H2AE
POU2F1	HIST1H2AE
MEF2A	HIST1H2AE
TRAF4	HIST1H2AE
PDX1	HIST1H2AE
TBP	HIST1H2AE
CDC5L	HIST1H2AE
POU2AF1	HIST1H2AE
POU2F1	HIST1H2AE
TBP	HIST1H2AE
E2F1	HIST1H3E
FOXL1	HIST1H3E
GATA3	HIST1H3E
SRY	HIST1H3E
SOX5	HIST1H3E
CEBPA	HIST1H3E
TP53	HIST1H3E
TBP	HIST1H3E
NR3C1	HIST1H3E
PDX1	HIST1H3E
TP53	HIST1H3E
POU3F1	HIST1H3E
POU2F1	HIST1H3E
POU2F1	HIST1H3E
SRY	HIST1H3E
SRY	HIST1H3E
POU2F1	HIST1H3E
POU2F1	HIST1H3E
TBP	HIST1H3E
AHR	HIST1H3E
TBP	HIST1H3E
STAT2	HIST1H3E
POU2F1	HIST1H3E
GATA1	HIST1H3E
MEF2A	HIST1H3E
TRAF4	HIST1H3E
FOXJ2	HIST1H3E
PDX1	HIST1H3E
AR	HIST1H3E
TBP	HIST1H3E
FOXO1	HIST1H3E
CDC5L	HIST1H3E
AR	HIST1H3E
PAX2	HIST1H3E
STAT6	HIST1H3E
STAT4	HIST1H3E
HOXA4	HIST1H3E
TCF7L2	HIST1H3E
IRF8	HIST1H3E
IRF1	HIST1H3E
IRF1	HIST1H3E
FOXM1	HIST1H3E
POU2AF1	HIST1H3E
LEF1	HIST1H3E
POU2F1	HIST1H3E
TMEM37	HIST1H3E
TBP	HIST1H3E
HOXA7	HIST1H3E
OTX1	HIST1H3E
SOX10	HIST1H3E
FOXO3	HIST1H3E
FOXL1	HIST1H1D
IRF1	HIST1H1D
TBP	HIST1H1D
NR3C1	HIST1H1D
SRY	HIST1H1D
TBP	HIST1H1D
TBP	HIST1H1D
STAT2	HIST1H1D
AR	HIST1H1D
AR	HIST1H1D
IRF8	HIST1H1D
GTF2A1	HIST1H1D
SRF	HIST1H1D
SRF	HIST1H1D
TFDP1	HIST1H1D
TMEM37	HIST1H1D
TBP	HIST1H1D
FOXM1	HIST1H1D
HOXA7	HIST1H1D
OTX1	HIST1H1D
E2F1	HIST1H4F
FOXL1	HIST1H4F
IRF1	HIST1H4F
SOX9	HIST1H4F
SOX5	HIST1H4F
CEBPA	HIST1H4F
TBP	HIST1H4F
NR3C1	HIST1H4F
FOXD3	HIST1H4F
SRY	HIST1H4F
TBP	HIST1H4F
TBP	HIST1H4F
STAT2	HIST1H4F
FOXJ2	HIST1H4F
AR	HIST1H4F
FOXO4	HIST1H4F
AR	HIST1H4F
PITX2	HIST1H4F
PAX2	HIST1H4F
STAT6	HIST1H4F
HOXA4	HIST1H4F
E4F1	HIST1H4F
IRF8	HIST1H4F
SMAD3	HIST1H4F
GTF2A1	HIST1H4F
FOXM1	HIST1H4F
FOXD3	HIST1H4F
SRF	HIST1H4F
SRF	HIST1H4F
TFDP1	HIST1H4F
TMEM37	HIST1H4F
TBP	HIST1H4F
FOXP3	HIST1H4F
FOXM1	HIST1H4F
YY1	HIST1H4F
OTX1	HIST1H4F
E2F1	HIST1H4G
NFIL3	HIST1H4G
FOXL1	HIST1H4G
IRF1	HIST1H4G
CEBPA	HIST1H4G
TBP	HIST1H4G
E2F1	HIST1H4G
SRY	HIST1H4G
TBP	HIST1H4G
TBP	HIST1H4G
POU2F1	HIST1H4G
PDX1	HIST1H4G
POU3F2	HIST1H4G
TBP	HIST1H4G
CDC5L	HIST1H4G
PAX2	HIST1H4G
E2F1	HIST1H4G
IRF1	HIST1H4G
FOXM1	HIST1H4G
POU2AF1	HIST1H4G
SRF	HIST1H4G
SRF	HIST1H4G
E2F1	HIST1H4G
TBP	HIST1H4G
AIRE	HIST1H4G
OTX1	HIST1H4G
IRF1	HIST1H3F
TBP	HIST1H3F
E2F1	HIST1H3F
TBP	HIST1H3F
TBP	HIST1H3F
POU2F1	HIST1H3F
POU3F2	HIST1H3F
TBP	HIST1H3F
E2F1	HIST1H3F
IRF1	HIST1H3F
FOXM1	HIST1H3F
POU2AF1	HIST1H3F
SRF	HIST1H3F
SRF	HIST1H3F
E2F1	HIST1H3F
AIRE	HIST1H3F
E2F1	HIST1H2BH
POU2F1	HIST1H2BH
POU3F2	HIST1H2BH
TBP	HIST1H2BH
E2F1	HIST1H2BH
FOXM1	HIST1H2BH
E2F1	HIST1H2BH
AIRE	HIST1H2BH
IRF1	HIST1H3G
STAT1	HIST1H3G
CUX1	HIST1H3G
CREB1	HIST1H3G
POU2F1	HIST1H3G
POU2F1	HIST1H3G
POU2F1	HIST1H3G
POU2F1	HIST1H3G
STAT2	HIST1H3G
NFATC2	HIST1H3G
POU2F1	HIST1H3G
IRF7	HIST1H3G
POU3F2	HIST1H3G
MTF1	HIST1H3G
IRF8	HIST1H3G
POU2AF1	HIST1H3G
POU2F1	HIST1H3G
NFATC2	HIST1H3G
IRF1	HIST1H2BI
STAT1	HIST1H2BI
CUX1	HIST1H2BI
CREB1	HIST1H2BI
POU2F1	HIST1H2BI
POU2F1	HIST1H2BI
POU2F1	HIST1H2BI
POU2F1	HIST1H2BI
STAT2	HIST1H2BI
NFATC2	HIST1H2BI
POU2F1	HIST1H2BI
IRF7	HIST1H2BI
POU3F2	HIST1H2BI
MTF1	HIST1H2BI
IRF8	HIST1H2BI
POU2AF1	HIST1H2BI
POU2F1	HIST1H2BI
NFATC2	HIST1H2BI
CREB1	HIST1H4H
HLF	HIST1H4H
SRF	HIST1H4H
SRY	HIST1H4H
SOX5	HIST1H4H
CREB1	HIST1H4H
CREB1	HIST1H4H
STAT3	HIST1H4H
PLAU	HIST1H4H
STAT5A	HIST1H4H
STAT5B	HIST1H4H
FOXO1	HIST1H4H
FOXI1	BTN3A2
LHX3	BTN3A2
FOXD3	BTN3A2
FOXJ2	BTN3A2
PDX1	BTN3A2
FOXM1	BTN3A2
NR6A1	BTN2A2
ZNF513	BTN2A2
IRF1	BTN3A1
FOXD1	BTN3A1
TRAF4	BTN3A1
GATA4	BTN3A1
IRF1	BTN3A3
TCF3	BTN3A3
FOXO1	BTN3A3
STAT5A	BTN2A1
FOXD3	BTN1A1
MAX	HMGN4
MYC	HMGN4
TBP	HMGN4
GATA1	HMGN4
FOXJ2	HMGN4
GATA6	HMGN4
FOXO3	HMGN4
ATF6	HMGN4
GATA4	HMGN4
HNF4A	HMGN4
MTF1	HMGN4
FOXD3	HMGN4
OTX1	HMGN4
NKX3-1	ABT1
MEF2A	ABT1
PAX1	ABT1
MEF2A	ABT1
E2F1	ABT1
SETD2	ABT1
FOXP3	ABT1
POU2F1	ZNF322A
E2F1	HIST1H2BJ
FOXL1	HIST1H2BJ
NFKB1	HIST1H2BJ
GABPA	HIST1H2BJ
TBP	HIST1H2BJ
PLAU	HIST1H2BJ
E2F1	HIST1H2BJ
NFKB1	HIST1H2BJ
POU2F1	HIST1H2BJ
POU2F1	HIST1H2BJ
POU2F1	HIST1H2BJ
SRF	HIST1H2BJ
NFKB1	HIST1H2BJ
NFKB1	HIST1H2BJ
POU2F1	HIST1H2BJ
TBP	HIST1H2BJ
TBP	HIST1H2BJ
FOXD1	HIST1H2BJ
POU2F1	HIST1H2BJ
POU3F2	HIST1H2BJ
CDC5L	HIST1H2BJ
E2F1	HIST1H2BJ
ALX4	HIST1H2BJ
MTF1	HIST1H2BJ
POU2AF1	HIST1H2BJ
TFDP1	HIST1H2BJ
TFDP1	HIST1H2BJ
TFDP1	HIST1H2BJ
POU2F1	HIST1H2BJ
TFDP1	HIST1H2BJ
E2F1	HIST1H2BJ
LEF1	HIST1H2BJ
TBP	HIST1H2BJ
SRF	HIST1H2BJ
ZBTB16	HIST1H2BJ
OTX1	HIST1H2BJ
NR5A1	HIST1H2BJ
E2F1	HIST1H2AG
FOXL1	HIST1H2AG
NFKB1	HIST1H2AG
GABPA	HIST1H2AG
TBP	HIST1H2AG
PLAU	HIST1H2AG
E2F1	HIST1H2AG
NFKB1	HIST1H2AG
POU2F1	HIST1H2AG
POU2F1	HIST1H2AG
POU2F1	HIST1H2AG
SRF	HIST1H2AG
NFKB1	HIST1H2AG
NFKB1	HIST1H2AG
POU2F1	HIST1H2AG
TBP	HIST1H2AG
TBP	HIST1H2AG
FOXD1	HIST1H2AG
POU2F1	HIST1H2AG
POU3F2	HIST1H2AG
CDC5L	HIST1H2AG
E2F1	HIST1H2AG
ALX4	HIST1H2AG
MTF1	HIST1H2AG
POU2AF1	HIST1H2AG
TFDP1	HIST1H2AG
TFDP1	HIST1H2AG
TFDP1	HIST1H2AG
POU2F1	HIST1H2AG
TFDP1	HIST1H2AG
E2F1	HIST1H2AG
LEF1	HIST1H2AG
TBP	HIST1H2AG
SRF	HIST1H2AG
ZBTB16	HIST1H2AG
OTX1	HIST1H2AG
NR5A1	HIST1H2AG
E2F1	HIST1H4I
FOXD1	HIST1H4I
FOXC1	HIST1H4I
FOXL1	HIST1H4I
GATA3	HIST1H4I
FOXI1	HIST1H4I
HLF	HIST1H4I
NFKB1	HIST1H4I
GABPA	HIST1H4I
SOX9	HIST1H4I
SRF	HIST1H4I
SRY	HIST1H4I
SOX5	HIST1H4I
CEBPA	HIST1H4I
TBP	HIST1H4I
PDX1	HIST1H4I
PLAU	HIST1H4I
E2F1	HIST1H4I
NFKB1	HIST1H4I
CUX1	HIST1H4I
CREB1	HIST1H4I
POU3F1	HIST1H4I
POU2F1	HIST1H4I
POU2F1	HIST1H4I
POU2F1	HIST1H4I
POU3F2	HIST1H4I
SRY	HIST1H4I
SRY	HIST1H4I
POU2F1	HIST1H4I
POU2F1	HIST1H4I
SRF	HIST1H4I
NFKB1	HIST1H4I
POU2F1	HIST1H4I
NFKB1	HIST1H4I
POU2F1	HIST1H4I
SRF	HIST1H4I
TBP	HIST1H4I
TCF3	HIST1H4I
XBP1	HIST1H4I
TBP	HIST1H4I
FOXD1	HIST1H4I
NFATC2	HIST1H4I
PLAU	HIST1H4I
POU2F1	HIST1H4I
GATA1	HIST1H4I
TRAF4	HIST1H4I
E2F1	HIST1H4I
GATA6	HIST1H4I
POU3F2	HIST1H4I
TBP	HIST1H4I
FOXO4	HIST1H4I
FOXO1	HIST1H4I
CDC5L	HIST1H4I
PAX2	HIST1H4I
STAT5A	HIST1H4I
STAT6	HIST1H4I
STAT4	HIST1H4I
STAT5A	HIST1H4I
ATF3	HIST1H4I
E2F1	HIST1H4I
HOXA4	HIST1H4I
MTF1	HIST1H4I
TCF7L2	HIST1H4I
ATF1	HIST1H4I
NR5A1	HIST1H4I
IRF1	HIST1H4I
GATA1	HIST1H4I
POU2AF1	HIST1H4I
SRF	HIST1H4I
CREB1	HIST1H4I
TFDP1	HIST1H4I
TFDP1	HIST1H4I
TFDP1	HIST1H4I
SRF	HIST1H4I
POU2F1	HIST1H4I
E2F1	HIST1H4I
TFDP1	HIST1H4I
E2F1	HIST1H4I
LEF1	HIST1H4I
TBP	HIST1H4I
CDX1	HIST1H4I
FOXP3	HIST1H4I
SRF	HIST1H4I
FOXM1	HIST1H4I
ZBTB16	HIST1H4I
BRCA1	HIST1H4I
OTX1	HIST1H4I
SOX10	HIST1H4I
NR5A1	HIST1H4I
FOXO3	HIST1H4I
E2F1	HIST1H2BK
FOXD1	HIST1H2BK
FOXL1	HIST1H2BK
FOXI1	HIST1H2BK
NFKB1	HIST1H2BK
GABPA	HIST1H2BK
SRF	HIST1H2BK
SRY	HIST1H2BK
CEBPA	HIST1H2BK
TBP	HIST1H2BK
PDX1	HIST1H2BK
PLAU	HIST1H2BK
E2F1	HIST1H2BK
NFKB1	HIST1H2BK
IRF1	HIST1H2BK
CUX1	HIST1H2BK
POU2F1	HIST1H2BK
POU3F2	HIST1H2BK
SRY	HIST1H2BK
SRY	HIST1H2BK
POU2F1	HIST1H2BK
SRF	HIST1H2BK
NFKB1	HIST1H2BK
NFKB1	HIST1H2BK
POU2F1	HIST1H2BK
SRF	HIST1H2BK
TBP	HIST1H2BK
TBP	HIST1H2BK
NFATC2	HIST1H2BK
PLAU	HIST1H2BK
POU2F1	HIST1H2BK
GATA1	HIST1H2BK
TRAF4	HIST1H2BK
E2F1	HIST1H2BK
GATA6	HIST1H2BK
CDC5L	HIST1H2BK
STAT6	HIST1H2BK
ATF3	HIST1H2BK
E2F1	HIST1H2BK
HOXA4	HIST1H2BK
MTF1	HIST1H2BK
ATF1	HIST1H2BK
IRF1	HIST1H2BK
IRF1	HIST1H2BK
GATA1	HIST1H2BK
POU2AF1	HIST1H2BK
SRF	HIST1H2BK
TFDP1	HIST1H2BK
TFDP1	HIST1H2BK
TFDP1	HIST1H2BK
SRF	HIST1H2BK
POU2F1	HIST1H2BK
E2F1	HIST1H2BK
TFDP1	HIST1H2BK
E2F1	HIST1H2BK
IRF1	HIST1H2BK
LEF1	HIST1H2BK
TBP	HIST1H2BK
SRF	HIST1H2BK
ZBTB16	HIST1H2BK
OTX1	HIST1H2BK
NR5A1	HIST1H2BK
E2F1	HIST1H2AH
FOXD1	HIST1H2AH
FOXL1	HIST1H2AH
FOXI1	HIST1H2AH
NFKB1	HIST1H2AH
GABPA	HIST1H2AH
SRF	HIST1H2AH
SRY	HIST1H2AH
CEBPA	HIST1H2AH
TBP	HIST1H2AH
PDX1	HIST1H2AH
PLAU	HIST1H2AH
E2F1	HIST1H2AH
NFKB1	HIST1H2AH
IRF1	HIST1H2AH
CUX1	HIST1H2AH
POU2F1	HIST1H2AH
POU3F2	HIST1H2AH
SRY	HIST1H2AH
SRY	HIST1H2AH
POU2F1	HIST1H2AH
SRF	HIST1H2AH
NFKB1	HIST1H2AH
NFKB1	HIST1H2AH
POU2F1	HIST1H2AH
SRF	HIST1H2AH
TBP	HIST1H2AH
TBP	HIST1H2AH
NFATC2	HIST1H2AH
PLAU	HIST1H2AH
POU2F1	HIST1H2AH
GATA1	HIST1H2AH
TRAF4	HIST1H2AH
E2F1	HIST1H2AH
GATA6	HIST1H2AH
CDC5L	HIST1H2AH
STAT6	HIST1H2AH
ATF3	HIST1H2AH
E2F1	HIST1H2AH
CRX	HIST1H2AH
HOXA4	HIST1H2AH
MTF1	HIST1H2AH
ATF1	HIST1H2AH
IRF1	HIST1H2AH
IRF1	HIST1H2AH
GATA1	HIST1H2AH
POU2AF1	HIST1H2AH
SRF	HIST1H2AH
TFDP1	HIST1H2AH
TFDP1	HIST1H2AH
TFDP1	HIST1H2AH
SRF	HIST1H2AH
POU2F1	HIST1H2AH
E2F1	HIST1H2AH
TFDP1	HIST1H2AH
E2F1	HIST1H2AH
IRF1	HIST1H2AH
LEF1	HIST1H2AH
TBP	HIST1H2AH
SRF	HIST1H2AH
ZBTB16	HIST1H2AH
OTX1	HIST1H2AH
NR5A1	HIST1H2AH
FOXC1	PRSS16
PRDM1	PRSS16
E2F1	ZNF184
HLF	ZNF184
GABPA	ZNF184
PAX6	ZNF184
ELK4	ZNF184
PLAU	ZNF184
CREB1	ZNF184
E2F1	ZNF184
CREB1	ZNF184
CREB1	ZNF184
CREB1	ZNF184
CREB1	ZNF184
RFX1	ZNF184
PLAU	ZNF184
ATF3	ZNF184
ATF4	ZNF184
E4F1	ZNF184
CREB1	ZNF184
CREB1	ZNF184
E2F1	HIST1H2BL
FOXL1	HIST1H2BL
CEBPA	HIST1H2BL
TBP	HIST1H2BL
PDX1	HIST1H2BL
E2F1	HIST1H2BL
PAX6	HIST1H2BL
CREB1	HIST1H2BL
POU2F1	HIST1H2BL
POU2F1	HIST1H2BL
POU2F1	HIST1H2BL
POU2F1	HIST1H2BL
POU2F1	HIST1H2BL
TBP	HIST1H2BL
AHR	HIST1H2BL
POU2F1	HIST1H2BL
TBP	HIST1H2BL
POU2F1	HIST1H2BL
POU3F2	HIST1H2BL
TBP	HIST1H2BL
FOXO1	HIST1H2BL
ATF3	HIST1H2BL
E2F1	HIST1H2BL
IRF8	HIST1H2BL
POU2AF1	HIST1H2BL
POU2F1	HIST1H2BL
E2F1	HIST1H2BL
E2F1	HIST1H2BL
TBP	HIST1H2BL
FOXP3	HIST1H2BL
OTX1	HIST1H2BL
FOXO3	HIST1H2BL
E2F1	HIST1H3H
FOXL1	HIST1H3H
CEBPA	HIST1H3H
TBP	HIST1H3H
PDX1	HIST1H3H
LHX3	HIST1H3H
E2F1	HIST1H3H
PAX6	HIST1H3H
CREB1	HIST1H3H
POU2F1	HIST1H3H
POU2F1	HIST1H3H
POU2F1	HIST1H3H
POU2F1	HIST1H3H
POU2F1	HIST1H3H
TBP	HIST1H3H
AHR	HIST1H3H
POU2F1	HIST1H3H
TBP	HIST1H3H
POU2F1	HIST1H3H
POU3F2	HIST1H3H
TBP	HIST1H3H
FOXO1	HIST1H3H
ATF3	HIST1H3H
E2F1	HIST1H3H
IRF8	HIST1H3H
POU2AF1	HIST1H3H
POU2F1	HIST1H3H
E2F1	HIST1H3H
E2F1	HIST1H3H
TBP	HIST1H3H
FOXP3	HIST1H3H
OTX1	HIST1H3H
FOXO3	HIST1H3H
E2F1	HIST1H2AJ
NFIL3	HIST1H2AJ
FOXD1	HIST1H2AJ
FOXL1	HIST1H2AJ
HLF	HIST1H2AJ
SRY	HIST1H2AJ
CEBPA	HIST1H2AJ
TBP	HIST1H2AJ
PDX1	HIST1H2AJ
LHX3	HIST1H2AJ
E2F1	HIST1H2AJ
PAX6	HIST1H2AJ
CREB1	HIST1H2AJ
POU2F1	HIST1H2AJ
POU2F1	HIST1H2AJ
POU2F1	HIST1H2AJ
SRY	HIST1H2AJ
POU2F1	HIST1H2AJ
POU2F1	HIST1H2AJ
TBP	HIST1H2AJ
AHR	HIST1H2AJ
POU2F1	HIST1H2AJ
TBP	HIST1H2AJ
HLF	HIST1H2AJ
POU2F1	HIST1H2AJ
FOXJ2	HIST1H2AJ
GATA6	HIST1H2AJ
POU3F2	HIST1H2AJ
TBP	HIST1H2AJ
FOXO4	HIST1H2AJ
FOXO1	HIST1H2AJ
FOXO4	HIST1H2AJ
FOXO3	HIST1H2AJ
ATF3	HIST1H2AJ
E2F1	HIST1H2AJ
HOXA4	HIST1H2AJ
IRF8	HIST1H2AJ
IRF1	HIST1H2AJ
GATA1	HIST1H2AJ
POU2AF1	HIST1H2AJ
POU2F1	HIST1H2AJ
E2F1	HIST1H2AJ
E2F1	HIST1H2AJ
TBP	HIST1H2AJ
FOXP3	HIST1H2AJ
ZBTB16	HIST1H2AJ
OTX1	HIST1H2AJ
FOXO3	HIST1H2AJ
E2F1	HIST1H2BM
NFIL3	HIST1H2BM
FOXD1	HIST1H2BM
FOXL1	HIST1H2BM
GATA3	HIST1H2BM
HLF	HIST1H2BM
SRY	HIST1H2BM
CEBPA	HIST1H2BM
TBP	HIST1H2BM
PDX1	HIST1H2BM
LHX3	HIST1H2BM
E2F1	HIST1H2BM
PAX6	HIST1H2BM
CREB1	HIST1H2BM
POU2F1	HIST1H2BM
POU2F1	HIST1H2BM
POU2F1	HIST1H2BM
SRY	HIST1H2BM
SRY	HIST1H2BM
POU2F1	HIST1H2BM
POU2F1	HIST1H2BM
TBP	HIST1H2BM
AHR	HIST1H2BM
POU2F1	HIST1H2BM
TBP	HIST1H2BM
HLF	HIST1H2BM
POU2F1	HIST1H2BM
FOXJ2	HIST1H2BM
BPTF	HIST1H2BM
GATA6	HIST1H2BM
POU3F2	HIST1H2BM
TBP	HIST1H2BM
FOXO4	HIST1H2BM
FOXO1	HIST1H2BM
FOXO4	HIST1H2BM
FOXO3	HIST1H2BM
ATF3	HIST1H2BM
E2F1	HIST1H2BM
HOXA4	HIST1H2BM
IRF8	HIST1H2BM
IRF1	HIST1H2BM
GATA1	HIST1H2BM
POU2AF1	HIST1H2BM
LEF1	HIST1H2BM
POU2F1	HIST1H2BM
E2F1	HIST1H2BM
E2F1	HIST1H2BM
TBP	HIST1H2BM
FOXP3	HIST1H2BM
SOX10	HIST1H2BM
ZBTB16	HIST1H2BM
OTX1	HIST1H2BM
FOXO3	HIST1H2BM
NFIL3	HIST1H4J
FOXD1	HIST1H4J
HLF	HIST1H4J
NFKB1	HIST1H4J
TBP	HIST1H4J
PDX1	HIST1H4J
NFKB1	HIST1H4J
CREB1	HIST1H4J
POU2F1	HIST1H4J
POU2F1	HIST1H4J
POU2F1	HIST1H4J
SRY	HIST1H4J
POU2F1	HIST1H4J
POU2F1	HIST1H4J
POU2F1	HIST1H4J
TBP	HIST1H4J
STAT2	HIST1H4J
HLF	HIST1H4J
NFE2L1	HIST1H4J
POU2F1	HIST1H4J
FOXO1	HIST1H4J
FOXO4	HIST1H4J
FOXO3	HIST1H4J
ATF3	HIST1H4J
E2F1	HIST1H4J
IRF8	HIST1H4J
POU2AF1	HIST1H4J
POU2F1	HIST1H4J
TBP	HIST1H4J
FOXM1	HIST1H4J
SOX10	HIST1H4J
ZBTB16	HIST1H4J
FOXO3	HIST1H4J
NFIL3	HIST1H4K
FOXF2	HIST1H4K
FOXD1	HIST1H4K
FOXL1	HIST1H4K
GATA3	HIST1H4K
HLF	HIST1H4K
NFKB1	HIST1H4K
SRY	HIST1H4K
SOX5	HIST1H4K
TBP	HIST1H4K
NKX3-1	HIST1H4K
CREB1	HIST1H4K
NFIL3	HIST1H4K
NFKB1	HIST1H4K
POU2F1	HIST1H4K
SRY	HIST1H4K
SRY	HIST1H4K
POU2F1	HIST1H4K
TBP	HIST1H4K
STAT2	HIST1H4K
HLF	HIST1H4K
NFE2L1	HIST1H4K
FOXL1	HIST1H4K
GATA1	HIST1H4K
FOXJ2	HIST1H4K
GATA6	HIST1H4K
POU3F2	HIST1H4K
TBP	HIST1H4K
FOXO4	HIST1H4K
FOXO1	HIST1H4K
FOXO3	HIST1H4K
CDC5L	HIST1H4K
HOXA4	HIST1H4K
MTF1	HIST1H4K
IRF8	HIST1H4K
GATA1	HIST1H4K
PAX2	HIST1H4K
TBP	HIST1H4K
CDX1	HIST1H4K
FOXM1	HIST1H4K
SOX10	HIST1H4K
ZBTB16	HIST1H4K
OTX1	HIST1H4K
SOX10	HIST1H4K
FOXO3	HIST1H4K
NFIL3	HIST1H2AK
FOXF2	HIST1H2AK
FOXD1	HIST1H2AK
FOXL1	HIST1H2AK
SRY	HIST1H2AK
NKX3-1	HIST1H2AK
SRY	HIST1H2AK
POU2F1	HIST1H2AK
STAT2	HIST1H2AK
HLF	HIST1H2AK
NFE2L1	HIST1H2AK
GATA1	HIST1H2AK
SOX9	HIST1H2AK
FOXJ2	HIST1H2AK
POU3F2	HIST1H2AK
HOXA4	HIST1H2AK
MTF1	HIST1H2AK
IRF8	HIST1H2AK
GATA1	HIST1H2AK
PAX2	HIST1H2AK
TBP	HIST1H2AK
CDX1	HIST1H2AK
FOXM1	HIST1H2AK
SOX10	HIST1H2AK
FOXO3	HIST1H2AK
NFIL3	HIST1H2BN
FOXF2	HIST1H2BN
FOXD1	HIST1H2BN
FOXL1	HIST1H2BN
SRY	HIST1H2BN
NKX3-1	HIST1H2BN
SRY	HIST1H2BN
POU2F1	HIST1H2BN
STAT2	HIST1H2BN
HLF	HIST1H2BN
NFE2L1	HIST1H2BN
GATA1	HIST1H2BN
SOX9	HIST1H2BN
FOXJ2	HIST1H2BN
POU3F2	HIST1H2BN
HOXA4	HIST1H2BN
MTF1	HIST1H2BN
IRF8	HIST1H2BN
GATA1	HIST1H2BN
PAX2	HIST1H2BN
TBP	HIST1H2BN
CDX1	HIST1H2BN
FOXM1	HIST1H2BN
SOX10	HIST1H2BN
FOXO3	HIST1H2BN
E2F1	HIST1H2AL
FOXC1	HIST1H2AL
FOXL1	HIST1H2AL
HLF	HIST1H2AL
SOX9	HIST1H2AL
SRY	HIST1H2AL
TBP	HIST1H2AL
NKX3-1	HIST1H2AL
HINFP	HIST1H2AL
PDX1	HIST1H2AL
MEF2A	HIST1H2AL
E2F1	HIST1H2AL
IRF1	HIST1H2AL
CUX1	HIST1H2AL
POU2F1	HIST1H2AL
POU2F1	HIST1H2AL
HSF2	HIST1H2AL
SRY	HIST1H2AL
SRY	HIST1H2AL
POU2F1	HIST1H2AL
POU2F1	HIST1H2AL
POU2F1	HIST1H2AL
TBP	HIST1H2AL
STAT2	HIST1H2AL
HLF	HIST1H2AL
POU2F1	HIST1H2AL
MEF2A	HIST1H2AL
SOX9	HIST1H2AL
PDX1	HIST1H2AL
VSX2	HIST1H2AL
BPTF	HIST1H2AL
GATA6	HIST1H2AL
TBP	HIST1H2AL
FOXO1	HIST1H2AL
CDC5L	HIST1H2AL
PAX2	HIST1H2AL
STAT6	HIST1H2AL
E2F1	HIST1H2AL
HOXA4	HIST1H2AL
MTF1	HIST1H2AL
IRF8	HIST1H2AL
IRF1	HIST1H2AL
FOXM1	HIST1H2AL
YY1	HIST1H2AL
POU2AF1	HIST1H2AL
TFDP1	HIST1H2AL
POU2F1	HIST1H2AL
TFDP1	HIST1H2AL
IRF1	HIST1H2AL
TBP	HIST1H2AL
CDX1	HIST1H2AL
GFI1	HIST1H2AL
BRCA1	HIST1H2AL
OTX1	HIST1H2AL
SOX10	HIST1H2AL
E2F1	HIST1H1B
FOXC1	HIST1H1B
FOXL1	HIST1H1B
HLF	HIST1H1B
SOX9	HIST1H1B
SRY	HIST1H1B
TBP	HIST1H1B
NKX3-1	HIST1H1B
HINFP	HIST1H1B
PDX1	HIST1H1B
MEF2A	HIST1H1B
E2F1	HIST1H1B
IRF1	HIST1H1B
CUX1	HIST1H1B
POU2F1	HIST1H1B
POU2F1	HIST1H1B
HSF2	HIST1H1B
SRY	HIST1H1B
SRY	HIST1H1B
POU2F1	HIST1H1B
POU2F1	HIST1H1B
POU2F1	HIST1H1B
TBP	HIST1H1B
STAT2	HIST1H1B
HLF	HIST1H1B
POU2F1	HIST1H1B
MEF2A	HIST1H1B
SOX9	HIST1H1B
PDX1	HIST1H1B
VSX2	HIST1H1B
BPTF	HIST1H1B
GATA6	HIST1H1B
TBP	HIST1H1B
FOXO1	HIST1H1B
CDC5L	HIST1H1B
PAX2	HIST1H1B
STAT6	HIST1H1B
E2F1	HIST1H1B
HOXA4	HIST1H1B
MTF1	HIST1H1B
IRF8	HIST1H1B
IRF1	HIST1H1B
FOXM1	HIST1H1B
YY1	HIST1H1B
POU2AF1	HIST1H1B
TFDP1	HIST1H1B
POU2F1	HIST1H1B
TFDP1	HIST1H1B
IRF1	HIST1H1B
TBP	HIST1H1B
CDX1	HIST1H1B
GFI1	HIST1H1B
BRCA1	HIST1H1B
OTX1	HIST1H1B
SOX10	HIST1H1B
E2F1	HIST1H3I
FOXC1	HIST1H3I
FOXL1	HIST1H3I
HLF	HIST1H3I
SOX9	HIST1H3I
SRY	HIST1H3I
TBP	HIST1H3I
NKX3-1	HIST1H3I
HINFP	HIST1H3I
PDX1	HIST1H3I
MEF2A	HIST1H3I
E2F1	HIST1H3I
