"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"KIAA1267"	0.440715254613178	5.93321585983475	8.44234683131575	1.05642872002115e-16	1.5469889420824e-14	27.085143362109
"DBI"	-0.553050132031766	7.24666008199469	-8.41462370824511	1.31829771738414e-16	1.88995954574071e-14	26.8194070808705
"KTELC1"	0.383864896243906	4.30536159012543	8.37135570430367	1.86028422618334e-16	2.63018530489549e-14	26.6372564459823
"ULK2"	0.612029156914159	5.10237805940373	8.37394555985768	1.8224062488677e-16	2.59452434083588e-14	26.608831874656
"B4GALNT2"	-2.07804065454983	-2.54324401792006	-8.36688841417021	1.92745578908883e-16	2.70649117343219e-14	26.5956942054966
"CEACAM7"	-1.74906169991076	-1.89132718320106	-8.33181425468824	2.54503370650115e-16	3.54936979707347e-14	26.3271237126237
"ANKRD20A3"	0.98955801303821	-1.86010886837697	8.32146980375762	2.76192885494522e-16	3.8258313145427e-14	26.3146824887588
"REN"	-1.19631172236596	-3.6015521357489	-8.31108063576595	2.99810888603328e-16	4.12511612567572e-14	26.2377752371796
"EZH1"	0.571574610120025	5.24107552310394	8.28731436717693	3.61596451348681e-16	4.94205923273287e-14	25.9246965803533
"C14orf53"	1.24101895233752	-3.95569129312077	8.28033334594195	3.82023425178169e-16	5.18666373481963e-14	25.9003347159592
"GDF5"	1.37274542224436	-1.29205651108993	8.26506623194145	4.30748632334732e-16	5.77175013823159e-14	25.8757792883701
"MRPL27"	-0.503854072912764	5.3497361072669	-8.26837356256159	4.1969809663118e-16	5.66067807831304e-14	25.7285635179037
"ABCC12"	-2.28028128486492	-2.33556867513098	-8.24993052214541	4.85097041692476e-16	6.41611254950803e-14	25.7113427948038
"BDNFOS"	0.752037920714453	1.41890796837662	8.24298310771537	5.12258021253897e-16	6.73192416264497e-14	25.6812476610157
"NANOS1"	-0.55255950523562	3.47826433443112	-8.24127440839239	5.19164910520032e-16	6.77923556087336e-14	25.6476255959679
"C14orf147"	-0.50608119784775	6.24166703767405	-8.25009019841558	4.84489794585888e-16	6.41611254950803e-14	25.557297071596
"KLHL21"	0.599306791860866	5.71976967978648	8.23931954898024	5.27179595418509e-16	6.84032207954105e-14	25.5250436147035
"SUGT1L1"	0.666791276593569	0.867680107377261	8.21883267690617	6.18876597565546e-16	7.95898324236683e-14	25.4810639393839
"MAGI1"	0.739253102006296	5.00901181459007	8.20865432984569	6.7011730494906e-16	8.53296575699422e-14	25.3472220886208
"BCAN"	1.25721929160684	-0.938516537115504	8.19574548510617	7.41161843594617e-16	9.3218153101431e-14	25.3357172249454
"CELSR2"	0.980986943821008	6.79466605083191	8.21836196437914	6.21158635568359e-16	7.95898324236683e-14	25.3277134585764
"PION"	0.626071962269975	4.07230553517911	8.1929338822514	7.5759465708123e-16	9.470395161477e-14	25.2935631079982
"SPATA4"	1.18373130367915	-2.4281153399563	8.18616997567724	7.98614478148701e-16	9.92266388880395e-14	25.2821249035742
"SLC25A1"	-0.503015194398993	5.93996851579343	-8.20384711275453	6.9575220207426e-16	8.80470116958296e-14	25.2102010594184
"ZNF599"	0.45829101302266	2.43721617265459	8.16582520111058	9.35665941241291e-16	1.15554743743299e-13	25.1319497012614
"FRMD3"	1.36071009465474	0.52733231612396	8.16152363548255	9.67487504048769e-16	1.18769229464095e-13	25.0314783812609
"MAGEC1"	-1.68490807997112	-3.85115760261002	-8.14297091498605	1.11741742077986e-15	1.347539679024e-13	24.9601154563568
"ZNF37B"	0.692121476771279	4.01308665125498	8.14434513921126	1.10556667820269e-15	1.34113742425049e-13	24.9313702513711
"NBPF22P"	1.21740862530375	-3.14547456644675	8.14160313662959	1.12933699746873e-15	1.35394957807639e-13	24.91294146238
"SMAD4"	0.424741192889181	6.25369499331132	8.14553511819423	1.09540502212274e-15	1.33672014038918e-13	24.7755376298593
"RPL13P5"	0.57226241917339	-0.532295249289871	8.12220627925027	1.31250739216182e-15	1.56440197945985e-13	24.7303772069135
"ITFG2"	0.430085601333714	4.36240281746591	8.12106276634496	1.32417689178943e-15	1.5691878877789e-13	24.7153348114331
"RAVER2"	0.811253662311048	4.17152996273148	8.11399144247901	1.39864682383342e-15	1.64791141008097e-13	24.6966532694049
"CDK18"	0.891894969055736	4.05809499290653	8.10483379774727	1.50125582238833e-15	1.75869974941618e-13	24.6390691539631
"N4BP2L1"	0.762312631910707	3.56051770507542	8.09360479893425	1.63725212199344e-15	1.90711964505611e-13	24.5747489117806
"KLHL5"	0.639114166163243	5.23345910216031	8.06544088133834	2.0341302869363e-15	2.3560285317786e-13	24.2364273045824
"ZNF862"	0.575626871928078	4.71025362673066	8.05284311984879	2.24105366385904e-15	2.55243562015412e-13	24.1804871018989
"NT5C3L"	0.506975584009977	4.97959243897249	8.05491858115576	2.20558891058261e-15	2.52607699753375e-13	24.1695739222884
"RGNEF"	0.84062008692723	4.01296447794223	8.04226106712982	2.43080692287882e-15	2.70836808293146e-13	24.1693552154117
"CBX2"	-1.10962018737588	3.57480499771758	-8.04886644104328	2.31058405507784e-15	2.61708749796413e-13	24.1520861190613
"STC2"	1.6991859642188	7.45817900887563	8.06333518002565	2.06735567404743e-15	2.38105947604755e-13	24.1447258718328
"C1orf226"	1.15483803228365	4.89479891623702	8.040594432759	2.46210288824939e-15	2.72840926010815e-13	24.1088851077074
"STXBP3"	0.384859489359664	5.6143823776264	8.04573761962016	2.36678170505941e-15	2.66601053491335e-13	24.0495125783384
"GTF2IP1"	0.360486888441749	8.31264162749903	8.04363652999726	2.40527431684353e-15	2.69456441363984e-13	23.9640126302001
"LYPD4"	-0.785339850353071	-4.60587131791343	-8.01237930084663	3.05641620579466e-15	3.3507801409089e-13	23.9354086296283
"DYDC2"	1.27379809312625	-1.28188808095743	8.0065989093598	3.19459785700019e-15	3.48364099289154e-13	23.9348095660744
"FAM102B"	0.697802932123856	5.74957851282637	8.02235882218757	2.83159129942638e-15	3.12099210911507e-13	23.8794446963968
"ZFP161"	0.319974919513788	4.32665793718414	8.00143482661634	3.32324523874932e-15	3.60475400209523e-13	23.8121392443224
"PADI1"	-1.13825460139687	-3.88288213605107	-7.98568961681132	3.74785365668448e-15	4.00180978206711e-13	23.781936881724
"CCDC66"	0.493051162628389	3.86634185402612	7.98866675894136	3.66366221320343e-15	3.9530915280465e-13	23.7624726936283
"CHST10"	0.723713850370471	4.004012917497	7.97688375753586	4.00820275061177e-15	4.25762510830528e-13	23.6770752781108
"NEUROD2"	-0.882762925300747	-4.60119832018227	-7.96772422309774	4.29792714361497e-15	4.54184558614693e-13	23.6078812029097
"NFIX"	0.833468804719171	6.90889683090327	7.98794588858134	3.6838751882691e-15	3.95409032642433e-13	23.5739103579118
"MFSD4"	1.14353351273357	1.56599945504836	7.94215216152184	5.2206058886127e-15	5.32475827474871e-13	23.4397388126125
"ZNF740"	0.433711184802945	5.51073341282352	7.95675533853989	4.6721473311846e-15	4.88692308350079e-13	23.3916090274039
"PKP4"	0.404225891875826	7.01883874342166	7.96199974498871	4.48938182976524e-15	4.71983676369319e-13	23.3689285803693
"PHLPP1"	0.632547655940741	4.6076493486028	7.94084296033733	5.27276995743413e-15	5.35133945036421e-13	23.355922608963
"SLC35B1"	-0.465124615366047	5.6333089899799	-7.95478539065135	4.74267805167916e-15	4.93551485977028e-13	23.3389350670918
"NNT"	0.622929296090462	5.84339982456834	7.94868128550438	4.96795821846674e-15	5.09240557183933e-13	23.3195209417889
"ALDH3B2"	-1.56664123962525	5.63319314250483	-7.95365966509995	4.78345302670881e-15	4.95280659093724e-13	23.3122481621238
"TGFBR1"	-0.58158747005192	6.23894872845241	-7.95202745629474	4.84318789272772e-15	4.98945703461361e-13	23.2971986317838
"KIAA1310"	0.341204157824698	6.49759510922867	7.93204273133192	5.63699095588917e-15	5.69280549688098e-13	23.1581523831112
"LOC653501"	0.663776033146063	2.8725670034431	7.89466639098703	7.48076376362048e-15	7.30300656752303e-13	23.1142302623719
"TMEM101"	0.852837998612706	5.08354860621825	7.90992754125308	6.66538280294319e-15	6.65225194600935e-13	23.100311851799
"CXCL17"	-1.85731250024825	1.51903890331914	-7.89012094119076	7.74208900521564e-15	7.52230173914341e-13	23.0719072708083
"ADCY3"	0.518025904551169	5.54444236516106	7.9095515687755	6.68437588838557e-15	6.65225194600935e-13	23.0424854154194
"SGK3"	0.966142271349677	5.37451792740241	7.90427096196468	6.95684218082956e-15	6.88996239368052e-13	23.0409440011384
"MSL1"	-0.554470659194638	6.97684224321798	-7.91758349629795	6.28999290529637e-15	6.3211345368373e-13	23.02810992597
"MED28"	0.300796207053104	4.8416048838735	7.89542003035816	7.43828427345231e-15	7.2962806645955e-13	22.9786313297393
"RALA"	-0.281933102476015	6.32470161512739	-7.90198756108883	7.07802346566111e-15	6.97627687834223e-13	22.9276237756613
"ASCL2"	-1.1648080656307	0.955780765232916	-7.86133266653158	9.61906745302136e-15	9.1721163653205e-13	22.8714407132542
"POGZ"	0.41487531300557	7.10235902768175	7.88855224361502	7.83434816440781e-15	7.5760364018172e-13	22.8213092291717
