"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"LMX1B"	2.26308828463634	4.59356676503823	13.6394788721064	1.8946026613535e-35	2.60679524566498e-33	69.6959241889082
"CLSTN2"	2.95712795358612	3.48044404709104	13.6136489312392	2.42559196968361e-35	3.2931828457274e-33	69.5052667981713
"APBB2"	1.16724999540717	6.18243713336268	13.6083285112147	2.55216897395112e-35	3.44223790361657e-33	69.3090149823103
"RNF103"	0.758171958712375	5.98352674567803	13.5877526543512	3.10680423546934e-35	4.16291461642855e-33	69.1186557542172
"CASC1"	2.0995632813046	-0.307612455627589	13.578327647597	3.39952019007388e-35	4.52555606601978e-33	69.0799092632255
"SYTL4"	1.39904384614131	4.0980606635367	13.5537276520588	4.29963525139629e-35	5.6868917605726e-33	68.9027209217764
"ATP7B"	1.76678464099047	3.48260925906103	13.5461702849122	4.62122217981491e-35	6.07305614797343e-33	68.8622953002764
"LRRC48"	1.87367060129106	0.828024043123509	13.5360134820657	5.09150254853881e-35	6.60638568022748e-33	68.7163062329342
"ZBTB42"	1.13314619515112	4.32665801959418	13.5291831585785	5.43429764335103e-35	7.00682616266285e-33	68.6545374111542
"SLC40A1"	2.34512844548911	6.79169008290832	13.5383024640919	4.9815174299297e-35	6.50484642235598e-33	68.6354620575215
"ACOT4"	1.40913742684565	2.72526594972313	13.5137496321186	6.29596921476955e-35	8.01699781813606e-33	68.569897754768
"RSPH1"	1.89332404928064	1.29023401150918	13.5155877782272	6.18658907334565e-35	7.9269539120412e-33	68.5473479896461
"FAM171A1"	-1.56939364893081	5.13840745328813	-13.5010548794915	7.10587287577471e-35	8.99243826088009e-33	68.3609223039844
"C19orf51"	2.42488429595513	0.427970692747679	13.46919377695	9.62571559362373e-35	1.20327314259073e-32	68.0792373329996
"GLUL"	1.06596331102163	9.63974789005551	13.4812918688668	8.57818358932022e-35	1.07890393720646e-32	68.0662625597739
"KCNK15"	2.85918429137995	0.829831751633072	13.4625004884924	1.02590895737778e-34	1.27467633546678e-32	68.0408787862665
"SLC7A2"	3.18939532192944	5.02440553666313	13.4554330450845	1.09730101829292e-34	1.34705198658821e-32	67.9441754761267
"NCAM2"	2.66181626063543	1.58449180199497	13.4484708014039	1.1724704280098e-34	1.4307628717041e-32	67.935127724304
"GALNT6"	1.87113200047696	6.14714730527373	13.4605410732964	1.04522477306972e-34	1.2908525947411e-32	67.9136969640068
"DNAH5"	2.52099755762259	2.10621770610224	13.4415012374568	1.25285943890904e-34	1.51087478571025e-32	67.8833904320004
"PGLYRP2"	3.59346821876918	-1.19347910839271	13.4372986581251	1.30396482311145e-34	1.56330893793028e-32	67.8097388740793
"GALNT7"	1.4449853009699	5.8940197212648	13.4424158515752	1.24200461965103e-34	1.50664714245359e-32	67.7479936448628
"SEC16A"	0.731658906531698	7.55491068880219	13.4188684604289	1.55377176501709e-34	1.85196947410555e-32	67.4872542161077
"GREB1"	2.75638323051157	4.58966337069049	13.3903305567418	2.03785692334238e-34	2.41491935175966e-32	67.3465795543695
"TUBA3D"	2.96489326152859	-1.52819911547375	13.3844407253227	2.15511629909065e-34	2.53919765791134e-32	67.3021217022412
"TMEM63C"	2.44970015318663	3.09967418029094	13.3240166192788	3.82372749699443e-34	4.47944213805045e-32	66.7809878089937
"FAM174B"	1.46238620775569	5.21213979314052	13.3201352985783	3.9670426185124e-34	4.62092845012061e-32	66.6273455795309
"CPEB2"	1.27775838254829	4.64813557680894	13.3083580016178	4.43551533274353e-34	5.13742936929803e-32	66.550328482796
"KCNH1"	2.55712175662726	-0.135253094886836	13.2861062714013	5.4763128248831e-34	6.30729714735553e-32	66.3616420931419
"PSAT1"	-2.745048276988	3.7285093975208	-13.2748468784967	6.09236533162823e-34	6.90052937368565e-32	66.3203748648698
"NUDT12"	1.39141204995306	3.75058334262905	13.2769403301599	5.97281478630379e-34	6.80270421855634e-32	66.3128999212477
"ACVR1B"	0.757647880246769	5.61921623996708	13.2815754026472	5.71637518809802e-34	6.54700601850266e-32	66.2391981201818
"APOF"	2.49884392560176	-3.23587565732256	13.2357781106689	8.81676439265201e-34	9.93145531943729e-32	65.956033688143
"CHODL"	-2.61750263088415	0.56204941164428	-13.2319620873589	9.1406671794345e-34	1.02400446910157e-31	65.8516812681537
"TMEM25"	1.27774509417502	4.85818033698932	13.2282513661626	9.46700068009012e-34	1.05479880947026e-31	65.7836452137115
"NXNL2"	2.59732037866542	-1.72836459045655	13.2198088846162	1.02533744406946e-33	1.13624015896583e-31	65.7615662628277
"C9orf170"	-1.77975576641804	-2.32030749973466	-13.2145709746241	1.07736445891401e-33	1.18747574044065e-31	65.7462164515272
"ANKRD42"	0.925957050017108	3.55412039799022	13.2075772189198	1.15095625389551e-33	1.24845260111703e-31	65.6725455017232
"CREB3L4"	1.24730300356014	5.99556146258465	13.2076678560578	1.14997119629413e-33	1.24845260111703e-31	65.5315156057229
"FAM198B"	1.75788190258235	6.73416428574184	13.2085311569064	1.14063073384347e-33	1.24845260111703e-31	65.5211220845662
"ZNF703"	1.92677957211718	3.76061687320469	13.1892976935497	1.36783037373222e-33	1.46051512978563e-31	65.4936157694431
"SKP1"	0.624988850973243	7.97553534369952	13.2043637718878	1.18642928875966e-33	1.28015720257167e-31	65.4630627210029
"STARD10"	1.49232747467814	6.46429541432089	13.1912567907669	1.34276205027869e-33	1.4412547011918e-31	65.3641966658197
"TMEM45B"	2.86229645272453	1.25984491104939	13.1446230116985	2.0848974891512e-33	2.21463644689579e-31	65.0874695210355
"STK32B"	2.43747663694332	1.85311450202841	13.1352521586591	2.2774490535021e-33	2.4067001570024e-31	65.0139751926267
"TIGD6"	0.614540797563228	3.17895099786263	13.1235244333879	2.54358093138036e-33	2.67415141919122e-31	64.9032912662067
"TTC39A"	1.89329831096952	5.66396373462467	13.1200190468639	2.62898580241999e-33	2.74983867017409e-31	64.7296441552813
"LRRC31"	3.71308411956981	-1.88130951492945	13.100381742149	3.16305620326671e-33	3.27019484656558e-31	64.6710926945256
"GFRA1"	3.93451093879482	4.77189773370367	13.1000039416518	3.17432698144749e-33	3.27019484656558e-31	64.6345444453683
"FUT8"	1.12524608997899	5.29132760526898	13.102440697078	3.10232948742761e-33	3.22846988942911e-31	64.5771854994375
"LOC100130148"	2.65541056940883	-3.04238511099439	13.0629255259703	4.49953060647289e-33	4.61224384816503e-31	64.341383631443
"CYP2B7P1"	4.96605091083049	1.1813326012906	13.051888502416	4.99152879869826e-33	5.04095231044892e-31	64.2402976639152
"C12orf72"	0.844299054114225	1.39375266254537	13.0533929228574	4.92143411195463e-33	4.9947683529298e-31	64.2306815613382
"CROT"	1.41510252849177	4.17652471934967	13.0537259274011	4.90605168998138e-33	4.9947683529298e-31	64.1986863138855
"KCNE4"	2.2122599583683	3.90546293049538	13.018669625687	6.81986849501851e-33	6.85363353021443e-31	63.8959197481097
"SUOX"	0.779324280112987	4.79960037897716	13.01350656464	7.15862561841291e-33	7.15897481966259e-31	63.7759000805767
"KIF16B"	1.15003803496852	5.18701802462922	13.0066689130824	7.63319600680643e-33	7.59651220075431e-31	63.6892441048628
"RBM47"	1.06783708931483	6.47008177966839	13.0028424164116	7.91232545108215e-33	7.8362601001273e-31	63.5997167034703
"CCNG2"	1.05379321414582	6.46281548173716	12.9997989232378	8.14158140596992e-33	8.0245461732591e-31	63.5714811041178
"C4orf32"	1.55245520049631	4.49179784143107	12.9744216696202	1.03298265160408e-32	1.01326207370982e-30	63.4396234454157
"CHRD"	2.11674530260093	2.8323325284347	12.9648069153786	1.1304206439495e-32	1.09314875573626e-30	63.4344768151708
"LOC100128977"	2.64147691441274	-3.21539968644147	12.9642249195481	1.1366043516447e-32	1.09396834803136e-30	63.4302529836787
"BBS1"	0.893578937936723	5.09221458594194	12.9687147196277	1.08975961578583e-32	1.06386485158215e-30	63.3399785718528
"CXorf61"	-3.75215335370085	-2.47450651432486	-12.9485862666035	1.31599847365245e-32	1.2607142387079e-30	63.2830606904667
"NCK2"	-0.777497678540142	5.93657150522693	-12.9655806895337	1.12225117615861e-32	1.090392007698e-30	63.2751950334714
"C10orf26"	0.6787904472526	6.44749130909447	12.9400184438599	1.42597113941259e-32	1.35971322460919e-30	63.0141814051074
"C2orf55"	1.22927375333611	3.55836333467822	12.9173571946249	1.76300248312854e-32	1.65795017920267e-30	62.9683618996826
"IL20"	3.2588210876659	-1.59052534643643	12.9147772316701	1.80608772182727e-32	1.69071252900369e-30	62.9458870859174
"RNASE4"	1.35802613501841	5.33615284491512	12.9227871427777	1.67563987736917e-32	1.59038394101599e-30	62.9015960035846
"FOXP1"	1.00731061362249	6.04849939609001	12.9214838097537	1.69620749608091e-32	1.60248616945414e-30	62.8547608249787
"SNTN"	1.91513842561667	-3.67485721444653	12.8938012441926	2.19765517607215e-32	2.04791494384796e-30	62.7783033224452
"DYNLRB2"	2.30770454777835	-1.38323032726239	12.8920084311434	2.23480987654993e-32	2.07311480901131e-30	62.7182251884206
"CAPN13"	3.32051951309569	2.49815796952714	12.8826424349212	2.43933241025317e-32	2.25264656498199e-30	62.6774516497633
